year,ward_number,legacy_education,legacy_graduate,legacy_cases,education_raw,graduate_plus,pending_cases,source_url,graduate_disagreement
2012,61,NA,NA,0,8th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=2009,NA
2012,211,Graduate,1,2,NA,NA,NA,NA,NA
2012,197,Literate,0,1,8th Pass,0,1,https://www.myneta.info/mcd2012/candidate.php?candidate_id=328,FALSE
2012,185,Not Given,NA,0,10th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=592,NA
2012,270,10th Pass,0,0,NA,NA,NA,NA,NA
2012,84,NA,NA,0,12th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=1446,NA
2012,127,Not Given,NA,0,Graduate Professional,1,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=222,NA
2012,171,10th Pass,0,0,Illiterate,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=2388,FALSE
2012,165,Literate,0,0,10th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=296,FALSE
2012,24,8th Pass,0,0,5th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=1622,FALSE
2012,124,12th Pass,0,0,10th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=2454,FALSE
2012,123,Illiterate,0,0,Graduate Professional,1,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=218,TRUE
2012,116,8th Pass,0,0,Graduate Professional,1,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=529,TRUE
2012,162,5th Pass,0,0,12th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=570,FALSE
2012,217,10th Pass,0,0,Literate,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=348,FALSE
2012,107,Post Graduate,1,1,12th Pass,0,1,https://www.myneta.info/mcd2012/candidate.php?candidate_id=1110,TRUE
2012,226,12th Pass,0,0,NA,NA,NA,NA,NA
2012,239,10th Pass,0,0,12th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=2062,FALSE
2012,67,Graduate,1,0,NA,NA,NA,NA,NA
2012,248,Illiterate,0,0,Graduate Professional,1,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=379,TRUE
2012,94,Graduate,1,0,10th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=194,TRUE
2012,256,8th Pass,0,0,12th Pass,0,0,https://www.myneta.info/mcd2012/candidate.php?candidate_id=387,FALSE
2012,250,5th Pass,0,0,NA,NA,NA,NA,NA
2012,205,Graduate,1,4,Graduate,1,4,https://www.myneta.info/mcd2012/candidate.php?candidate_id=611,FALSE
2017,102-S,10th Pass,0,3,10th Pass,0,3,https://www.myneta.info/delhi2017/candidate.php?candidate_id=158,FALSE
2017,17-N,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2446,FALSE
2017,86-N,Graduate,1,3,Graduate,1,3,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2862,FALSE
2017,3-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=137,FALSE
2017,41-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1368,FALSE
2017,82-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2845,FALSE
2017,18-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=257,FALSE
2017,22-E,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=245,FALSE
2017,59-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=647,FALSE
2017,36-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=776,FALSE
2017,75-N,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1821,FALSE
2017,73-S,Graduate,1,1,Graduate,1,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1215,FALSE
2017,50-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2692,FALSE
2017,95-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1352,FALSE
2017,2-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1989,FALSE
2017,97-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2915,FALSE
2017,90-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1784,FALSE
2017,5-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1968,FALSE
2017,24-S,not Given,NA,0,NA,NA,NA,NA,NA
2017,30-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2655,FALSE
2017,87-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2863,FALSE
2017,33-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1059,FALSE
2017,44-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=561,FALSE
2017,22-N,12th Pass,0,1,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2498,FALSE
2017,72-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1206,FALSE
2017,48-S,10th Pass,0,2,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2948,FALSE
2017,29-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2702,FALSE
2017,47-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=603,FALSE
2017,27-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1005,FALSE
2017,7-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1959,FALSE
2017,84-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1714,FALSE
2017,41-E,8th Pass,0,3,8th Pass,0,2,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2578,FALSE
2017,70-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2571,FALSE
2017,39-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=422,FALSE
2017,88-S,Illiterate,0,0,Illiterate,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2884,FALSE
2017,87-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1538,FALSE
2017,83-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2852,FALSE
2017,30-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2112,FALSE
2017,74-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=184,FALSE
2017,5-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=305,FALSE
2017,55-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2248,FALSE
2017,88-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2869,FALSE
2017,76-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=948,FALSE
2017,94-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2898,FALSE
2017,18-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2457,FALSE
2017,42-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=415,FALSE
2017,28-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=324,FALSE
2017,35-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2414,FALSE
2017,36-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2163,FALSE
2017,38-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2178,FALSE
2017,47-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=396,FALSE
2017,95-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2908,FALSE
2017,14-N,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=928,FALSE
2017,43-E,12th Pass,0,2,12th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2636,FALSE
2017,24-E,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2328,FALSE
2017,6-E,not Given,NA,0,NA,NA,NA,NA,NA
2017,46-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=611,FALSE
2017,23-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=242,FALSE
2017,40-S,10th Pass,0,1,10th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2184,FALSE
2017,53-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=728,FALSE
2017,41-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=293,FALSE
2017,91-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1484,FALSE
2017,86-S,Post Graduate,1,2,Post Graduate,1,2,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1338,FALSE
2017,61-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1623,FALSE
2017,10-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2270,FALSE
2017,97-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1305,FALSE
2017,92-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1504,FALSE
2017,55-E,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2719,FALSE
2017,21-S,10th Pass,0,1,10th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2070,FALSE
2017,62-S,12th Pass,0,1,12th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=632,FALSE
2017,4-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=168,FALSE
2017,19-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2308,FALSE
2017,103-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1869,FALSE
2017,45-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=511,FALSE
2017,21-N,Illiterate,0,0,Illiterate,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2491,FALSE
2017,98-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1412,FALSE
2017,85-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1723,FALSE
2017,16-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2057,FALSE
2017,15-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2331,FALSE
2017,51-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=566,FALSE
2017,8-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1953,FALSE
2017,30-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=890,FALSE
2017,52-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=740,FALSE
2017,6-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1983,FALSE
2017,35-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=3034,FALSE
2017,90-S,Others,NA,0,Others,NA,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1465,NA
2017,8-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=276,FALSE
2017,9-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1940,FALSE
2017,78-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2629,FALSE
2017,35-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1099,FALSE
2017,26-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=226,FALSE
2017,49-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=377,FALSE
2017,99-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1759,FALSE
2017,57-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2741,FALSE
2017,61-E,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=689,FALSE
2017,49-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2685,FALSE
2017,92-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2988,FALSE
2017,58-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=432,FALSE
2017,12-S,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2034,FALSE
2017,63-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=9,FALSE
2017,81-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1556,FALSE
2017,8-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2032,FALSE
2017,42-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2737,FALSE
2017,81-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2839,FALSE
2017,13-E,Post Graduate,1,1,Post Graduate,1,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=874,FALSE
2017,68-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1657,FALSE
2017,7-E,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=282,FALSE
2017,60-S,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=553,FALSE
2017,21-E,Others,NA,NA,Others,NA,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=252,NA
2017,67-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=829,FALSE
2017,57-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=441,FALSE
2017,14-E,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=882,FALSE
2017,52-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1519,FALSE
2017,79-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=962,FALSE
2017,103-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2983,FALSE
2017,104-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2974,FALSE
2017,51-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2963,FALSE
2017,1-S,10th Pass,0,NA,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1994,TRUE
2017,52-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=502,FALSE
2017,14-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2329,FALSE
2017,50-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=526,FALSE
2017,13-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=921,FALSE
2017,63-S,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=624,FALSE
2017,9-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2783,FALSE
2017,33-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2795,FALSE
2017,54-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1583,FALSE
2017,55-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1571,FALSE
2017,56-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1593,FALSE
2017,46-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1407,FALSE
2017,37-S,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=213,FALSE
2017,1-E,12th Pass,0,NA,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2190,FALSE
2017,11-E,Post Graduate,1,1,Post Graduate,1,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=854,FALSE
2017,68-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=817,FALSE
2017,18-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2053,FALSE
2017,77-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2623,FALSE
2017,26-S,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2100,FALSE
2017,25-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2091,FALSE
2017,96-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1326,FALSE
2017,100-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1857,FALSE
2017,44-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1383,FALSE
2017,15-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=937,FALSE
2017,11-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2405,FALSE
2017,39-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1162,FALSE
2017,66-S,12th Pass,0,1,12th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=838,FALSE
2017,58-E,Literate,0,0,Literate,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=713,FALSE
2017,43-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=451,FALSE
2017,32-E,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=789,FALSE
2017,29-N,6th Class,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2651,FALSE
2017,34-S,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2803,FALSE
2017,37-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1126,FALSE
2017,49-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2830,FALSE
2017,104-N,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1878,FALSE
2017,1-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=99,FALSE
2017,27-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2102,FALSE
2017,59-E,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2758,FALSE
2017,4-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2229,FALSE
2017,34-E,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=44,FALSE
2017,51-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1491,FALSE
2017,38-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1148,FALSE
2017,74-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1687,FALSE
2017,40-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1313,FALSE
2017,99-S,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1195,FALSE
2017,93-N,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2891,FALSE
2017,54-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=469,FALSE
2017,16-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=889,FALSE
2017,67-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2472,FALSE
2017,12-E,Graduate,1,NA,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=870,FALSE
2017,50-N,8th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1470,FALSE
2017,64-N,Graduate,1,1,Graduate,1,2,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1829,FALSE
2017,31-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2663,FALSE
2017,11-S,8th Pass,0,0,8th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2033,FALSE
2017,20-E,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=254,FALSE
2017,43-N,12th Pass,0,2,12th Pass,0,2,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2774,FALSE
2017,94-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1528,FALSE
2017,2-S,Others,NA,0,Others,NA,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2002,NA
2017,80-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=970,FALSE
2017,89-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1745,FALSE
2017,65-S,Others,NA,0,Others,NA,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=802,NA
2017,27-E,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2346,FALSE
2017,4-S,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2018,FALSE
2017,46-S,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=536,FALSE
2017,3-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2012,FALSE
2017,102-N,10th Pass,0,1,10th Pass,0,1,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1859,FALSE
2017,5-S,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2022,FALSE
2017,37-E,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=476,FALSE
2017,91-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1796,FALSE
2017,70-N,Graduate Professional,1,0,Graduate Professional,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1672,FALSE
2017,101-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1853,FALSE
2017,19-S,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=2522,FALSE
2017,66-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1646,FALSE
2017,36-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1111,FALSE
2017,96-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1808,FALSE
2017,28-N,Illiterate,0,0,Illiterate,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1025,FALSE
2017,24-N,5th Pass,0,0,5th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=989,FALSE
2017,25-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=976,FALSE
2017,32-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1087,FALSE
2017,34-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1073,FALSE
2017,53-N,10th Pass,0,0,10th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1564,FALSE
2017,57-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1595,FALSE
2017,58-N,12th Pass,0,0,12th Pass,0,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1604,FALSE
2017,59-N,Post Graduate,1,0,Post Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1611,FALSE
2017,60-N,Graduate,1,0,Graduate,1,0,https://www.myneta.info/delhi2017/candidate.php?candidate_id=1617,FALSE
